,title,date,article_id,url,main_topic,all_topics,authors,year
311,TGSum: Build Tweet Guided Multi-Document Summarization Dataset,2015-11-26 15:22:54+00:00,1511.08417v1,http://arxiv.org/abs/1511.08417v1,cs.IR,cs.IR;cs.CL,Ziqiang Cao;Chengyao Chen;Wenjie Li;Sujian Li;Furu Wei;Ming Zhou,2015
312,Follow the Timeline! Generating Abstractive and Extractive Timeline Summary in Chronological Order,2023-01-02 20:29:40+00:00,2301.00867v1,http://arxiv.org/abs/2301.00867v1,cs.CL,cs.CL,Xiuying Chen;Mingzhe Li;Shen Gao;Zhangming Chan;Dongyan Zhao;Xin Gao;Xiangliang Zhang;Rui Yan,2023
313,KLearn: Background Knowledge Inference from Summarization Data,2020-10-13 07:42:25+00:00,2010.06213v1,http://arxiv.org/abs/2010.06213v1,cs.CL,cs.CL,Maxime Peyrard;Robert West,2020
314,Neural Abstractive Unsupervised Summarization of Online News Discussions,2021-06-07 20:33:51+00:00,2106.03953v2,http://arxiv.org/abs/2106.03953v2,cs.CL,cs.CL;cs.LG,Ignacio Tampe Palma;Marcelo Mendoza;Evangelos Milios,2021
315,NEWTS: A Corpus for News Topic-Focused Summarization,2022-05-31 10:01:38+00:00,2205.15661v1,http://arxiv.org/abs/2205.15661v1,cs.CL,cs.CL,Seyed Ali Bahrainian;Sheridan Feucht;Carsten Eickhoff,2022
316,Extractive Summarization via ChatGPT for Faithful Summary Generation,2023-04-09 08:26:04+00:00,2304.04193v1,http://arxiv.org/abs/2304.04193v1,cs.CL,cs.CL,Haopeng Zhang;Xiao Liu;Jiawei Zhang,2023
317,CONFIT: Toward Faithful Dialogue Summarization with Linguistically-Informed Contrastive Fine-tuning,2021-12-16 09:08:40+00:00,2112.08713v2,http://arxiv.org/abs/2112.08713v2,cs.CL,cs.CL,Xiangru Tang;Arjun Nair;Borui Wang;Bingyao Wang;Jai Desai;Aaron Wade;Haoran Li;Asli Celikyilmaz;Yashar Mehdad;Dragomir Radev,2021
318,Text similarity analysis for evaluation of descriptive answers,2021-05-06 20:19:58+00:00,2105.02935v1,http://arxiv.org/abs/2105.02935v1,cs.LG,cs.LG;cs.CL;cs.IR,Vedant Bahel;Achamma Thomas,2021
319,Exploring the Limits of ChatGPT for Query or Aspect-based Text Summarization,2023-02-16 04:41:30+00:00,2302.08081v1,http://arxiv.org/abs/2302.08081v1,cs.CL,cs.CL;cs.AI,Xianjun Yang;Yan Li;Xinlu Zhang;Haifeng Chen;Wei Cheng,2023
320,SummaryLens -- A Smartphone App for Exploring Interactive Use of Automated Text Summarization in Everyday Life,2022-02-04 09:52:48+00:00,2202.02053v1,http://arxiv.org/abs/2202.02053v1,cs.HC,cs.HC;H.5.2,Karim Benharrak;Florian Lehmann;Hai Dang;Daniel Buschek,2022
321,Applying Transformer-based Text Summarization for Keyphrase Generation,2022-09-08 13:01:52+00:00,2209.03791v2,http://arxiv.org/abs/2209.03791v2,cs.CL,cs.CL;cs.AI;cs.LG;68T50;I.2.7; I.7.m; H.3.3,Anna Glazkova;Dmitry Morozov,2022
322,Unsupervised Multi-Granularity Summarization,2022-01-29 05:56:35+00:00,2201.12502v3,http://arxiv.org/abs/2201.12502v3,cs.CL,cs.CL,Ming Zhong;Yang Liu;Suyu Ge;Yuning Mao;Yizhu Jiao;Xingxing Zhang;Yichong Xu;Chenguang Zhu;Michael Zeng;Jiawei Han,2022
323,Discourse-Aware Unsupervised Summarization of Long Scientific Documents,2020-05-01 17:31:11+00:00,2005.00513v2,http://arxiv.org/abs/2005.00513v2,cs.CL,cs.CL,Yue Dong;Andrei Mircea;Jackie C. K. Cheung,2020
324,Word Graph Guided Summarization for Radiology Findings,2021-12-18 13:20:18+00:00,2112.09925v1,http://arxiv.org/abs/2112.09925v1,cs.CL,cs.CL,Jinpeng Hu;Jianling Li;Zhihong Chen;Yaling Shen;Yan Song;Xiang Wan;Tsung-Hui Chang,2021
325,Two Huge Title and Keyword Generation Corpora of Research Articles,2020-02-11 21:17:29+00:00,2002.04689v1,http://arxiv.org/abs/2002.04689v1,cs.CL,cs.CL;cs.IR,Erion Çano;Ondřej Bojar,2020
326,Abstractive and mixed summarization for long-single documents,2020-07-03 19:30:28+00:00,2007.01918v1,http://arxiv.org/abs/2007.01918v1,cs.CL,cs.CL;cs.LG,Roger Barrull;Jugal Kalita,2020
327,Discourse-Aware Neural Extractive Text Summarization,2019-10-30 21:17:26+00:00,1910.14142v2,http://arxiv.org/abs/1910.14142v2,cs.CL,cs.CL,Jiacheng Xu;Zhe Gan;Yu Cheng;Jingjing Liu,2019
328,MemSum: Extractive Summarization of Long Documents Using Multi-Step Episodic Markov Decision Processes,2021-07-19 14:41:31+00:00,2107.08929v2,http://arxiv.org/abs/2107.08929v2,cs.CL,cs.CL,Nianlong Gu;Elliott Ash;Richard H. R. Hahnloser,2021
329,A Deep Reinforced Model for Zero-Shot Cross-Lingual Summarization with Bilingual Semantic Similarity Rewards,2020-06-27 21:51:38+00:00,2006.15454v1,http://arxiv.org/abs/2006.15454v1,cs.CL,cs.CL,Zi-Yi Dou;Sachin Kumar;Yulia Tsvetkov,2020
330,DYLE: Dynamic Latent Extraction for Abstractive Long-Input Summarization,2021-10-15 15:53:32+00:00,2110.08168v2,http://arxiv.org/abs/2110.08168v2,cs.CL,cs.CL,Ziming Mao;Chen Henry Wu;Ansong Ni;Yusen Zhang;Rui Zhang;Tao Yu;Budhaditya Deb;Chenguang Zhu;Ahmed H. Awadallah;Dragomir Radev,2021
331,Hierarchical3D Adapters for Long Video-to-text Summarization,2022-10-10 16:44:36+00:00,2210.04829v1,http://arxiv.org/abs/2210.04829v1,cs.CL,cs.CL,Pinelopi Papalampidi;Mirella Lapata,2022
332,Natural Language Processing of Aviation Occurrence Reports for Safety Management,2023-01-13 17:00:09+00:00,2301.05663v1,http://arxiv.org/abs/2301.05663v1,cs.CL,cs.CL;cs.LG,Patrick Jonk;Vincent de Vries;Rombout Wever;Georgios Sidiropoulos;Evangelos Kanoulas,2023
333,AttSum: Joint Learning of Focusing and Summarization with Neural Attention,2016-04-01 04:18:39+00:00,1604.00125v2,http://arxiv.org/abs/1604.00125v2,cs.IR,cs.IR;cs.CL,Ziqiang Cao;Wenjie Li;Sujian Li;Furu Wei;Yanran Li,2016
334,An Entity-Driven Framework for Abstractive Summarization,2019-09-04 19:07:29+00:00,1909.02059v1,http://arxiv.org/abs/1909.02059v1,cs.CL,cs.CL;cs.AI;cs.LG,Eva Sharma;Luyang Huang;Zhe Hu;Lu Wang,2019
335,Action Word Prediction for Neural Source Code Summarization,2021-01-07 19:54:11+00:00,2101.02742v1,http://arxiv.org/abs/2101.02742v1,cs.SE,cs.SE,Sakib Haque;Aakash Bansal;Lingfei Wu;Collin McMillan,2021
336,Beyond Text Generation: Supporting Writers with Continuous Automatic Text Summaries,2022-08-19 13:09:56+00:00,2208.09323v1,http://arxiv.org/abs/2208.09323v1,cs.HC,cs.HC;cs.CL;H.5.2; I.2.7,Hai Dang;Karim Benharrak;Florian Lehmann;Daniel Buschek,2022
337,Hierarchical Transformers for Multi-Document Summarization,2019-05-30 16:49:11+00:00,1905.13164v1,http://arxiv.org/abs/1905.13164v1,cs.CL,cs.CL;cs.AI,Yang Liu;Mirella Lapata,2019
338,How Good is a Video Summary? A New Benchmarking Dataset and Evaluation Framework Towards Realistic Video Summarization,2021-01-26 01:42:55+00:00,2101.10514v1,http://arxiv.org/abs/2101.10514v1,cs.CV,cs.CV;cs.MM,Vishal Kaushal;Suraj Kothawade;Anshul Tomar;Rishabh Iyer;Ganesh Ramakrishnan,2021
339,Abstractive Summarization of Reddit Posts with Multi-level Memory Networks,2018-11-02 08:59:19+00:00,1811.00783v2,http://arxiv.org/abs/1811.00783v2,cs.CL,cs.CL,Byeongchang Kim;Hyunwoo Kim;Gunhee Kim,2018
340,Topic-Centric Unsupervised Multi-Document Summarization of Scientific and News Articles,2020-11-03 04:04:21+00:00,2011.08072v1,http://arxiv.org/abs/2011.08072v1,cs.CL,cs.CL;cs.IR;cs.LG,Amanuel Alambo;Cori Lohstroh;Erik Madaus;Swati Padhee;Brandy Foster;Tanvi Banerjee;Krishnaprasad Thirunarayan;Michael Raymer,2020
341,Noisy Pairing and Partial Supervision for Opinion Summarization,2022-11-16 07:27:37+00:00,2211.08723v1,http://arxiv.org/abs/2211.08723v1,cs.CL,cs.CL,Hayate Iso;Xiaolan Wang;Yoshi Suhara,2022
342,Towards Improving Faithfulness in Abstractive Summarization,2022-10-04 19:52:09+00:00,2210.01877v1,http://arxiv.org/abs/2210.01877v1,cs.CL,cs.CL,Xiuying Chen;Mingzhe Li;Xin Gao;Xiangliang Zhang,2022
343,Some Reflections on the Task of Content Determination in the Context of Multi-Document Summarization of Evolving Events,2007-10-29 10:48:48+00:00,0710.5382v1,http://arxiv.org/abs/0710.5382v1,cs.CL,cs.CL,Stergos D. Afantenos,2007
344,UniSumm: Unified Few-shot Summarization with Multi-Task Pre-Training and Prefix-Tuning,2022-11-17 18:54:47+00:00,2211.09783v5,http://arxiv.org/abs/2211.09783v5,cs.CL,cs.CL,Yulong Chen;Yang Liu;Ruochen Xu;Ziyi Yang;Chenguang Zhu;Michael Zeng;Yue Zhang,2022
345,ChartSumm: A Comprehensive Benchmark for Automatic Chart Summarization of Long and Short Summaries,2023-04-26 15:25:24+00:00,2304.13620v1,http://arxiv.org/abs/2304.13620v1,cs.CL,cs.CL;cs.LG,Raian Rahman;Rizvi Hasan;Abdullah Al Farhad;Md Tahmid Rahman Laskar;Md. Hamjajul Ashmafee;Abu Raihan Mostofa Kamal,2023
346,Towards Interpretable and Efficient Automatic Reference-Based Summarization Evaluation,2023-03-07 02:49:50+00:00,2303.03608v1,http://arxiv.org/abs/2303.03608v1,cs.CL,cs.CL,Yixin Liu;Alexander R. Fabbri;Yilun Zhao;Pengfei Liu;Shafiq Joty;Chien-Sheng Wu;Caiming Xiong;Dragomir Radev,2023
347,Automatic Generation of Chinese Short Product Titles for Mobile Display,2018-03-30 06:34:17+00:00,1803.11359v4,http://arxiv.org/abs/1803.11359v4,cs.CL,cs.CL,Yu Gong;Xusheng Luo;Kenny Q. Zhu;Wenwu Ou;Zhao Li;Lu Duan,2018
348,ComSum: Commit Messages Summarization and Meaning Preservation,2021-08-23 07:43:48+00:00,2108.10763v1,http://arxiv.org/abs/2108.10763v1,cs.CL,cs.CL;cs.LG;cs.SE,Leshem Choshen;Idan Amit,2021
349,Contextualized Rewriting for Text Summarization,2021-01-31 05:35:57+00:00,2102.00385v2,http://arxiv.org/abs/2102.00385v2,cs.CL,cs.CL,Guangsheng Bao;Yue Zhang,2021
350,Generating (Factual?) Narrative Summaries of RCTs: Experiments with Neural Multi-Document Summarization,2020-08-25 22:22:50+00:00,2008.11293v2,http://arxiv.org/abs/2008.11293v2,cs.CL,cs.CL,Byron C. Wallace;Sayantan Saha;Frank Soboczenski;Iain J. Marshall,2020
351,Quantitative Argument Summarization and Beyond: Cross-Domain Key Point Analysis,2020-10-11 23:01:51+00:00,2010.05369v1,http://arxiv.org/abs/2010.05369v1,cs.CL,cs.CL,Roy Bar-Haim;Yoav Kantor;Lilach Eden;Roni Friedman;Dan Lahav;Noam Slonim,2020
352,DeepSumm -- Deep Code Summaries using Neural Transformer Architecture,2020-03-31 22:43:29+00:00,2004.00998v1,http://arxiv.org/abs/2004.00998v1,cs.LG,cs.LG;cs.CL,Vivek Gupta,2020
353,A Condense-then-Select Strategy for Text Summarization,2021-06-19 10:33:10+00:00,2106.10468v1,http://arxiv.org/abs/2106.10468v1,cs.CL,cs.CL,Hou Pong Chan;Irwin King,2021
354,Classifying informative and imaginative prose using complex networks,2015-07-28 15:59:39+00:00,1507.07826v1,http://arxiv.org/abs/1507.07826v1,cs.CL,cs.CL,Henrique F. de Arruda;Luciano da F. Costa;Diego R. Amancio,2015
355,Generating Extractive Summaries of Scientific Paradigms,2014-02-04 01:33:10+00:00,1402.0556v1,http://arxiv.org/abs/1402.0556v1,cs.IR,cs.IR;cs.CL,Vahed Qazvinian;Dragomir R. Radev;Saif M. Mohammad;Bonnie Dorr;David Zajic;Michael Whidby;Taesun Moon,2014
356,Better Summarization Evaluation with Word Embeddings for ROUGE,2015-08-25 05:04:53+00:00,1508.06034v1,http://arxiv.org/abs/1508.06034v1,cs.CL,cs.CL;cs.IR,Jun-Ping Ng;Viktoria Abrecht,2015
357,A Reinforced Topic-Aware Convolutional Sequence-to-Sequence Model for Abstractive Text Summarization,2018-05-09 16:56:41+00:00,1805.03616v3,http://arxiv.org/abs/1805.03616v3,cs.CL,cs.CL;cs.LG;stat.ML,Li Wang;Junlin Yao;Yunzhe Tao;Li Zhong;Wei Liu;Qiang Du,2018
358,How to Evaluate a Summarizer: Study Design and Statistical Analysis for Manual Linguistic Quality Evaluation,2021-01-27 10:14:15+00:00,2101.11298v1,http://arxiv.org/abs/2101.11298v1,cs.CL,cs.CL,Julius Steen;Katja Markert,2021
359,Improving Online Forums Summarization via Hierarchical Unified Deep Neural Network,2021-03-25 03:38:56+00:00,2103.13587v2,http://arxiv.org/abs/2103.13587v2,cs.CL,cs.CL;cs.LG,Sansiri Tarnpradab;Fereshteh Jafariakinabad;Kien A. Hua,2021
360,Hierarchical Cross-Modality Semantic Correlation Learning Model for Multimodal Summarization,2021-12-16 01:46:30+00:00,2112.12072v1,http://arxiv.org/abs/2112.12072v1,cs.CV,cs.CV;cs.AI;cs.CL,Litian Zhang;Xiaoming Zhang;Junshu Pan;Feiran Huang,2021
361,Towards Automated Survey Variable Search and Summarization in Social Science Publications,2022-09-14 17:37:03+00:00,2209.06804v1,http://arxiv.org/abs/2209.06804v1,cs.DL,cs.DL;cs.IR,Yavuz Selim Kartal;Sotaro Takeshita;Tornike Tsereteli;Kai Eckert;Henning Kroll;Philipp Mayr;Simone Paolo Ponzetto;Benjamin Zapilko;Andrea Zielinski,2022
362,LBMT team at VLSP2022-Abmusu: Hybrid method with text correlation and generative models for Vietnamese multi-document summarization,2023-04-11 13:15:24+00:00,2304.05205v1,http://arxiv.org/abs/2304.05205v1,cs.CL,cs.CL,Tan-Minh Nguyen;Thai-Binh Nguyen;Hoang-Trung Nguyen;Hai-Long Nguyen;Tam Doan Thanh;Ha-Thanh Nguyen;Thi-Hai-Yen Vuong,2023
363,Privacy-Preserving Multi-Document Summarization,2015-08-06 14:30:47+00:00,1508.01420v1,http://arxiv.org/abs/1508.01420v1,cs.IR,cs.IR;cs.CL;cs.CR;H.3; I.2.7; K.4.1,Luís Marujo;José Portêlo;Wang Ling;David Martins de Matos;João P. Neto;Anatole Gershman;Jaime Carbonell;Isabel Trancoso;Bhiksha Raj,2015
364,What's in a Summary? Laying the Groundwork for Advances in Hospital-Course Summarization,2021-04-12 19:31:48+00:00,2105.00816v1,http://arxiv.org/abs/2105.00816v1,cs.CL,cs.CL,Griffin Adams;Emily Alsentzer;Mert Ketenci;Jason Zucker;Noémie Elhadad,2021
365,Evaluating Factuality in Text Simplification,2022-04-15 17:37:09+00:00,2204.07562v1,http://arxiv.org/abs/2204.07562v1,cs.CL,cs.CL,Ashwin Devaraj;William Sheffield;Byron C. Wallace;Junyi Jessy Li,2022
366,ECTSum: A New Benchmark Dataset For Bullet Point Summarization of Long Earnings Call Transcripts,2022-10-22 15:02:41+00:00,2210.12467v2,http://arxiv.org/abs/2210.12467v2,cs.CL,cs.CL;I.2.7,Rajdeep Mukherjee;Abhinav Bohra;Akash Banerjee;Soumya Sharma;Manjunath Hegde;Afreen Shaikh;Shivani Shrivastava;Koustuv Dasgupta;Niloy Ganguly;Saptarshi Ghosh;Pawan Goyal,2022
367,Evaluating and Improving Factuality in Multimodal Abstractive Summarization,2022-11-04 16:50:40+00:00,2211.02580v1,http://arxiv.org/abs/2211.02580v1,cs.CL,cs.CL;cs.AI;cs.CV,David Wan;Mohit Bansal,2022
368,Leveraging Information Bottleneck for Scientific Document Summarization,2021-10-04 09:43:47+00:00,2110.01280v1,http://arxiv.org/abs/2110.01280v1,cs.CL,cs.CL,Jiaxin Ju;Ming Liu;Huan Yee Koh;Yuan Jin;Lan Du;Shirui Pan,2021
369,ConceptEVA: Concept-Based Interactive Exploration and Customization of Document Summaries,2023-03-31 06:47:56+00:00,2303.17826v1,http://arxiv.org/abs/2303.17826v1,cs.HC,cs.HC,Xiaoyu Zhang;Jianping Li;Po-Wei Chi;Senthil Chandrasegaran;Kwan-Liu Ma,2023
370,Computing and Exploiting Document Structure to Improve Unsupervised Extractive Summarization of Legal Case Decisions,2022-11-06 22:20:42+00:00,2211.03229v1,http://arxiv.org/abs/2211.03229v1,cs.CL,cs.CL,Yang Zhong;Diane Litman,2022
371,Literature Retrieval for Precision Medicine with Neural Matching and Faceted Summarization,2020-12-17 02:01:32+00:00,2012.09355v1,http://arxiv.org/abs/2012.09355v1,cs.CL,cs.CL;cs.IR,Jiho Noh;Ramakanth Kavuluru,2020
372,Text Summarization in the Biomedical Domain,2019-08-06 09:57:08+00:00,1908.02285v1,http://arxiv.org/abs/1908.02285v1,cs.CL,cs.CL,Milad Moradi;Nasser Ghadiri,2019
373,TFW2V: An Enhanced Document Similarity Method for the Morphologically Rich Finnish Language,2021-12-23 12:27:45+00:00,2112.12489v1,http://arxiv.org/abs/2112.12489v1,cs.CL,cs.CL,Quan Duong;Mika Hämäläinen;Khalid Alnajjar,2021
374,Latent Semantic Analysis Approach for Document Summarization Based on Word Embeddings,2018-07-08 03:39:37+00:00,1807.02748v2,http://arxiv.org/abs/1807.02748v2,cs.CL,cs.CL,Kamal Al-Sabahi;Zhang Zuping;Yang Kang,2018
375,Extractive Summarization as Text Matching,2020-04-19 08:27:57+00:00,2004.08795v1,http://arxiv.org/abs/2004.08795v1,cs.CL,cs.CL,Ming Zhong;Pengfei Liu;Yiran Chen;Danqing Wang;Xipeng Qiu;Xuanjing Huang,2020
376,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,2019-12-18 18:16:20+00:00,1912.08777v3,http://arxiv.org/abs/1912.08777v3,cs.CL,cs.CL,Jingqing Zhang;Yao Zhao;Mohammad Saleh;Peter J. Liu,2019
377,CTRLsum: Towards Generic Controllable Text Summarization,2020-12-08 08:54:36+00:00,2012.04281v1,http://arxiv.org/abs/2012.04281v1,cs.CL,cs.CL,Junxian He;Wojciech Kryściński;Bryan McCann;Nazneen Rajani;Caiming Xiong,2020
378,Unsupervised Broadcast News Summarization; a comparative study on Maximal Marginal Relevance (MMR) and Latent Semantic Analysis (LSA),2023-01-05 20:13:44+00:00,2301.02284v1,http://arxiv.org/abs/2301.02284v1,cs.CL,cs.CL,Majid Ramezani;Mohammad-Salar Shahryari;Amir-Reza Feizi-Derakhshi;Mohammad-Reza Feizi-Derakhshi,2023
379,G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment,2023-03-29 12:46:54+00:00,2303.16634v2,http://arxiv.org/abs/2303.16634v2,cs.CL,cs.CL;cs.AI,Yang Liu;Dan Iter;Yichong Xu;Shuohang Wang;Ruochen Xu;Chenguang Zhu,2023
380,Automatic Text Evaluation through the Lens of Wasserstein Barycenters,2021-08-27 19:08:52+00:00,2108.12463v2,http://arxiv.org/abs/2108.12463v2,cs.CL,cs.CL;cs.AI,Pierre Colombo;Guillaume Staerman;Chloe Clavel;Pablo Piantanida,2021
381,Better Highlighting: Creating Sub-Sentence Summary Highlights,2020-10-20 18:57:42+00:00,2010.10566v1,http://arxiv.org/abs/2010.10566v1,cs.CL,cs.CL,Sangwoo Cho;Kaiqiang Song;Chen Li;Dong Yu;Hassan Foroosh;Fei Liu,2020
382,Enhancing Scientific Papers Summarization with Citation Graph,2021-04-07 11:13:35+00:00,2104.03057v1,http://arxiv.org/abs/2104.03057v1,cs.CL,cs.CL,Chenxin An;Ming Zhong;Yiran Chen;Danqing Wang;Xipeng Qiu;Xuanjing Huang,2021
383,Readability Controllable Biomedical Document Summarization,2022-10-10 14:03:20+00:00,2210.04705v2,http://arxiv.org/abs/2210.04705v2,cs.CL,cs.CL,Zheheng Luo;Qianqian Xie;Sophia Ananiadou,2022
384,Large Scale Multi-Lingual Multi-Modal Summarization Dataset,2023-02-13 18:00:23+00:00,2302.06560v1,http://arxiv.org/abs/2302.06560v1,cs.CL,cs.CL;cs.MM,Yash Verma;Anubhav Jangra;Raghvendra Kumar;Sriparna Saha,2023
385,Parallel Hierarchical Transformer with Attention Alignment for Abstractive Multi-Document Summarization,2022-08-16 17:02:48+00:00,2208.07845v1,http://arxiv.org/abs/2208.07845v1,cs.CL,cs.CL;cs.AI,Ye Ma;Lu Zong,2022
386,EUR-Lex-Sum: A Multi- and Cross-lingual Dataset for Long-form Summarization in the Legal Domain,2022-10-24 17:58:59+00:00,2210.13448v1,http://arxiv.org/abs/2210.13448v1,cs.CL,cs.CL,Dennis Aumiller;Ashish Chouhan;Michael Gertz,2022
387,Automatic Source Code Summarization with Extended Tree-LSTM,2019-06-19 13:42:24+00:00,1906.08094v2,http://arxiv.org/abs/1906.08094v2,cs.LG,cs.LG;cs.SE;stat.ML,Yusuke Shido;Yasuaki Kobayashi;Akihiro Yamamoto;Atsushi Miyamoto;Tadayuki Matsumura,2019
388,Decontextualization: Making Sentences Stand-Alone,2021-02-09 22:52:37+00:00,2102.05169v1,http://arxiv.org/abs/2102.05169v1,cs.CL,cs.CL;cs.AI,Eunsol Choi;Jennimaria Palomaki;Matthew Lamm;Tom Kwiatkowski;Dipanjan Das;Michael Collins,2021
389,"Handling big tabular data of ICT supply chains: a multi-task, machine-interpretable approach",2022-08-11 20:29:45+00:00,2208.06031v1,http://arxiv.org/abs/2208.06031v1,cs.CV,cs.CV,Bin Xiao;Murat Simsek;Burak Kantarci;Ala Abu Alkheir,2022
390,CiteBench: A benchmark for Scientific Citation Text Generation,2022-12-19 16:10:56+00:00,2212.09577v1,http://arxiv.org/abs/2212.09577v1,cs.CL,cs.CL,Martin Funkquist;Ilia Kuznetsov;Yufang Hou;Iryna Gurevych,2022
391,Exploring Sentence Vector Spaces through Automatic Summarization,2018-10-16 23:57:37+00:00,1810.07320v1,http://arxiv.org/abs/1810.07320v1,cs.CL,cs.CL;cs.LG;stat.ML,Adly Templeton;Jugal Kalita,2018
392,At Which Level Should We Extract? An Empirical Analysis on Extractive Document Summarization,2020-04-06 13:35:10+00:00,2004.02664v2,http://arxiv.org/abs/2004.02664v2,cs.CL,cs.CL,Qingyu Zhou;Furu Wei;Ming Zhou,2020
393,Neural Network-Based Abstract Generation for Opinions and Arguments,2016-06-09 00:15:23+00:00,1606.02785v1,http://arxiv.org/abs/1606.02785v1,cs.CL,cs.CL,Lu Wang;Wang Ling,2016
394,Multi-Mosaics: Corpus Summarizing and Exploration using multiple Concordance Mosaic Visualisations,2022-03-23 08:17:25+00:00,2203.12262v1,http://arxiv.org/abs/2203.12262v1,cs.HC,cs.HC,Shane Sheehan;Saturnino Luz;Masood Masoodian,2022
395,Data Augmentation for Abstractive Query-Focused Multi-Document Summarization,2021-03-02 16:57:01+00:00,2103.01863v1,http://arxiv.org/abs/2103.01863v1,cs.CL,cs.CL;cs.AI,Ramakanth Pasunuru;Asli Celikyilmaz;Michel Galley;Chenyan Xiong;Yizhe Zhang;Mohit Bansal;Jianfeng Gao,2021
396,Assembling Actor-based Mind-Maps from Text Stream,2008-10-25 16:00:08+00:00,0810.4616v1,http://arxiv.org/abs/0810.4616v1,cs.CL,cs.CL;cs.DL;I.2.4; H.3.1,Claudine Brucks;Christoph Schommer,2008
397,Unifying Cross-lingual Summarization and Machine Translation with Compression Rate,2021-10-15 08:31:49+00:00,2110.07936v2,http://arxiv.org/abs/2110.07936v2,cs.CL,cs.CL,Yu Bai;Heyan Huang;Kai Fan;Yang Gao;Yiming Zhu;Jiaao Zhan;Zewen Chi;Boxing Chen,2021
398,Abstractive Snippet Generation,2020-02-25 10:36:17+00:00,2002.10782v2,http://arxiv.org/abs/2002.10782v2,cs.IR,cs.IR;cs.CL,Wei-Fan Chen;Shahbaz Syed;Benno Stein;Matthias Hagen;Martin Potthast,2020
399,Probabilistic Bag-Of-Hyperlinks Model for Entity Linking,2015-09-08 09:43:13+00:00,1509.02301v3,http://arxiv.org/abs/1509.02301v3,cs.CL,cs.CL,Octavian-Eugen Ganea;Marina Ganea;Aurelien Lucchi;Carsten Eickhoff;Thomas Hofmann,2015
400,Salience Allocation as Guidance for Abstractive Summarization,2022-10-22 02:13:44+00:00,2210.12330v1,http://arxiv.org/abs/2210.12330v1,cs.CL,cs.CL;cs.AI;cs.LG,Fei Wang;Kaiqiang Song;Hongming Zhang;Lifeng Jin;Sangwoo Cho;Wenlin Yao;Xiaoyang Wang;Muhao Chen;Dong Yu,2022
401,Discovering topics in text datasets by visualizing relevant words,2017-07-18 15:46:47+00:00,1707.06100v1,http://arxiv.org/abs/1707.06100v1,cs.CL,cs.CL,Franziska Horn;Leila Arras;Grégoire Montavon;Klaus-Robert Müller;Wojciech Samek,2017
